published_year,crossref_type,code,name,total,avg_score,count_oa,count_gold,count_green,count_bronze,count_hybrid,count_doaj,count_diamond,count_green_only,count_green_only_ignoring_bronze,count_cc_licensed,mean_citations,mean_citations2y
2018,book-chapter,my,Burmese,2,0.3111778050661087,0,0,0,0,0,0,0,0,0,0,,
2018,journal-article,my,Burmese,1,0.5875331163406372,1,1,0,0,0,1,1,0,0,1,,
2018,journal-article,ca,Catalan,1148,0.6646399817556039,848,708,473,135,165,543,519,5,41,711,2.8915662650602396,1.2108433734939763
2018,reference-entry,ca,Catalan,44,0.25619678487154574,12,12,0,0,12,0,0,0,0,12,8.0,3.0
2018,journal-issue,ca,Catalan,3,0.3064061502615611,3,3,0,0,0,3,3,0,0,3,,
2018,book-section,ca,Catalan,1,0.22112223505973816,0,0,0,0,0,0,0,0,0,0,,
2018,book-part,ca,Catalan,1,0.21708044409751892,0,0,0,0,0,0,0,0,0,0,,
2018,proceedings-article,ca,Catalan,38,0.19162744518957642,14,4,2,10,4,0,0,0,0,4,8.0,4.0
2018,monograph,ca,Catalan,10,0.6143569841980934,1,0,1,0,0,0,0,1,1,0,4.0,2.0
2018,posted-content,ca,Catalan,5,0.37262498438358305,1,0,1,0,0,0,0,1,1,1,,
2018,report,ca,Catalan,32,0.7900836584158242,32,31,27,0,31,0,0,1,1,32,1.0,0.3333333333333333
2018,other,ca,Catalan,11,0.1959246038035913,1,0,1,0,0,0,0,1,1,0,,
2018,book-chapter,ca,Catalan,694,0.313124690967094,26,4,1,22,4,0,0,0,1,4,1.7027027027027026,0.6486486486486486
2018,dataset,ca,Catalan,112,0.18369890350316248,15,15,0,0,15,0,0,0,0,15,1.3333333333333333,0.6666666666666667
2018,component,ca,Catalan,15,0.2950062394142151,0,0,0,0,0,0,0,0,0,0,,
2018,book,ca,Catalan,44,0.6064963118935175,7,5,7,0,5,0,0,2,2,6,7.8,1.8
2018,book-chapter,ceb,Cebuano,315,0.37799953700058053,6,1,0,5,1,0,0,0,0,1,1.4285714285714284,0.35714285714285715
2018,dataset,ceb,Cebuano,70,0.22170167043805125,1,1,0,0,1,0,0,0,0,1,,
2018,reference-entry,ceb,Cebuano,36,0.3375583059257933,26,26,0,0,26,0,0,0,0,26,2.0,1.0
2018,book,ceb,Cebuano,12,0.4827102373043696,2,1,1,0,1,0,0,1,1,1,8.666666666666666,0.6666666666666667
2018,component,ceb,Cebuano,14,0.32068990064518793,0,0,0,0,0,0,0,0,0,0,,
2018,posted-content,ceb,Cebuano,3,0.48332836230595905,0,0,0,0,0,0,0,0,0,0,,
2018,monograph,ceb,Cebuano,8,0.49288483522832394,1,1,0,0,1,0,0,0,0,1,5.5,3.25
2018,report,ceb,Cebuano,1,0.6122347712516785,1,0,1,0,0,0,0,1,1,0,,
2018,proceedings-article,ceb,Cebuano,7,0.3481071378503527,4,1,1,3,1,0,0,0,0,1,,
2018,journal-article,ceb,Cebuano,250,0.3771416808664799,29,16,7,12,5,11,6,1,1,16,6.199999999999999,2.15
2018,other,ceb,Cebuano,13,0.28972959690369093,0,0,0,0,0,0,0,0,0,0,2.0,1.5
2018,reference-entry,km,Central Khmer,1,0.30242133140563965,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,km,Central Khmer,5,0.24177598655223848,0,0,0,0,0,0,0,0,0,0,,
2018,journal-article,ckb,Central Kurdish,126,0.8489213876781011,94,71,2,23,68,3,3,0,0,71,,
2018,book-chapter,ckb,Central Kurdish,1,0.6142961978912354,0,0,0,0,0,0,0,0,0,0,,
2018,proceedings-article,ckb,Central Kurdish,7,0.8631634286471777,0,0,0,0,0,0,0,0,0,0,,
2018,peer-review,zh,Chinese,1,0.16128793358802795,1,0,0,1,0,0,0,0,0,0,,
2018,report,zh,Chinese,1,0.19340920448303223,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2018,dataset,zh,Chinese,688,0.3833794146018145,588,587,0,1,587,0,0,0,0,587,1.0,1.0
2018,reference-entry,zh,Chinese,4,0.42145708948373795,1,1,0,0,1,0,0,0,0,1,1.0,1.0
2018,proceedings-article,zh,Chinese,82,0.23812681809067726,22,6,0,16,6,0,0,0,0,6,1.2,0.6
2018,book,zh,Chinese,11,0.8598216094753959,0,0,0,0,0,0,0,0,0,0,,
2018,component,zh,Chinese,47,0.7931640604709057,0,0,0,0,0,0,0,0,0,0,,
2018,other,zh,Chinese,14,0.2994862486209188,0,0,0,0,0,0,0,0,0,0,,
2018,posted-content,zh,Chinese,34,0.35517757736584726,19,0,19,0,0,0,0,19,19,8,,
2018,journal-article,zh,Chinese,4208,0.8460618535609126,2875,1806,38,1063,1770,36,17,6,15,1807,2.1369369369369373,0.5909909909909912
2018,monograph,zh,Chinese,28,0.8022557558225734,2,1,1,0,1,0,0,1,1,2,2.0,1.0
2018,book-section,zh,Chinese,2,0.2655344232916832,0,0,0,0,0,0,0,0,0,0,,
2018,book-part,zh,Chinese,2,0.2880111336708069,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,zh,Chinese,853,0.37745136878554725,48,36,2,10,35,1,0,2,2,37,1.6315789473684208,0.736842105263158
2018,proceedings,zh,Chinese,3,0.23385451237360635,2,2,0,0,2,0,0,0,0,2,,
2018,book-chapter,cv,Chuvash,1,0.14282849431037903,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,kw,Cornish,1,0.9983682036399841,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,hr,Croatian,238,0.2860337116387713,29,7,0,22,7,0,0,0,0,7,1.8461538461538463,0.6923076923076923
2018,posted-content,hr,Croatian,2,0.32709071785211563,1,0,1,0,0,0,0,1,1,1,,
2018,book,hr,Croatian,5,0.3906530201435089,1,1,0,0,1,0,0,0,0,1,2.0,0.0
2018,other,hr,Croatian,10,0.23935550302267075,0,0,0,0,0,0,0,0,0,0,1.0,1.0
2018,reference-entry,hr,Croatian,21,0.26186966009083246,16,16,0,0,16,0,0,0,0,16,,
2018,journal-article,hr,Croatian,2143,0.482802574149482,1869,1059,528,748,555,504,429,62,209,1050,2.4469026548672574,0.8407079646017696
2018,monograph,hr,Croatian,6,0.318496186286211,2,1,0,1,1,0,0,0,0,1,2.0,0.0
2018,dataset,hr,Croatian,80,0.17784989792853592,1,1,0,0,1,0,0,0,0,1,1.0,0.0
2018,proceedings,hr,Croatian,2,0.6213207840919495,2,0,1,1,0,0,0,1,1,0,,
2018,proceedings-article,hr,Croatian,221,0.2517193055867608,190,162,0,28,162,0,0,0,0,162,1.0,0.5714285714285714
2018,proceedings-article,cs,Czech,116,0.6190712969621709,109,49,6,60,49,0,0,0,5,49,1.2000000000000002,0.39999999999999997
2018,book,cs,Czech,7,0.7781039710555758,3,0,3,0,0,0,0,3,3,1,1.5,1.5
2018,journal-article,cs,Czech,2092,0.8359138901909927,1832,892,179,918,114,778,756,22,66,883,2.068126520681267,1.2043795620437956
2018,dataset,cs,Czech,50,0.3364189164340495,1,1,0,0,1,0,0,0,0,1,,
2018,monograph,cs,Czech,71,0.9099173239419157,12,3,5,5,3,0,0,4,5,6,2.0399999999999996,0.35999999999999993
2018,proceedings,cs,Czech,8,0.9857086762785912,0,0,0,0,0,0,0,0,0,0,1.0,1.0
2018,book-chapter,cs,Czech,294,0.36196420389880124,13,1,0,12,1,0,0,0,0,1,1.5,0.25
2018,other,cs,Czech,2,0.37448088824748993,0,0,0,0,0,0,0,0,0,0,,
2018,reference-entry,cs,Czech,22,0.5390963100574233,1,1,0,0,1,0,0,0,0,1,,
2018,book-chapter,da,Danish,153,0.2849313958602794,5,3,0,2,3,0,0,0,0,3,1.9999999999999998,0.75
2018,journal-article,da,Danish,1418,0.6779771322865242,1105,367,158,720,120,247,240,18,80,348,1.865979381443299,1.061855670103092
2018,component,da,Danish,3,0.4911540448665619,0,0,0,0,0,0,0,0,0,0,,
2018,posted-content,da,Danish,4,0.4327622801065445,2,0,2,0,0,0,0,2,2,0,,
2018,other,da,Danish,7,0.4739360042980739,6,6,0,0,6,0,0,0,0,6,,
2018,reference-entry,da,Danish,15,0.34131544629732763,1,1,0,0,1,0,0,0,0,1,1.0,1.0
2018,monograph,da,Danish,4,0.5723484829068184,2,2,1,0,2,0,0,0,0,2,,
2018,report,da,Danish,10,0.7310704886913298,4,0,3,1,0,0,0,3,3,0,,
2018,dataset,da,Danish,4,0.17325004190206528,0,0,0,0,0,0,0,0,0,0,,
2018,book,da,Danish,22,0.5629252655939622,15,2,14,0,2,0,0,13,13,3,1.0,0.0
2018,proceedings-article,da,Danish,4,0.16532287560403347,3,3,0,0,3,0,0,0,0,3,,
2018,book-chapter,diq,Dimli,1,0.3059365749359131,0,0,0,0,0,0,0,0,0,0,,
2018,dataset,nl,Dutch,336,0.21661803141857194,7,7,0,0,7,0,0,0,0,7,2.1428571428571432,0.14285714285714288
2018,reference-book,nl,Dutch,1,0.6338360905647278,0,0,0,0,0,0,0,0,0,0,,
2018,journal-article,nl,Dutch,6164,0.8743535254155468,1466,486,519,718,147,339,295,262,334,492,1.5384615384615383,0.7740384615384621
2018,book,nl,Dutch,160,0.6856293034739792,16,1,14,1,1,0,0,14,14,2,4.580000000000001,1.34
2018,report-series,nl,Dutch,3,0.9906889398892721,3,0,0,3,0,0,0,0,0,0,,
2018,book-chapter,nl,Dutch,2205,0.674512232135551,51,13,1,37,12,1,0,1,1,13,2.5294117647058822,0.7500000000000001
2018,component,nl,Dutch,39,0.6127444024269397,27,0,2,27,0,0,0,0,2,0,,
2018,reference-entry,nl,Dutch,80,0.3117468294687571,17,17,0,0,17,0,0,0,0,17,1.0,1.0
2018,other,nl,Dutch,40,0.41748994998633854,10,0,0,10,0,0,0,0,0,0,1.0,0.0
2018,peer-review,nl,Dutch,1,0.809927225112915,0,0,0,0,0,0,0,0,0,0,,
2018,report,nl,Dutch,346,0.8941135188144755,335,0,74,307,0,0,0,28,74,1,1.2400000000000002,0.48000000000000004
2018,monograph,nl,Dutch,37,0.6535935494545345,6,1,2,4,1,0,0,1,2,1,14.181818181818183,5.727272727272727
2018,posted-content,nl,Dutch,12,0.6342431008815764,4,0,4,0,0,0,0,4,4,1,,
2018,proceedings-article,nl,Dutch,16,0.21887698955833912,12,10,2,1,10,0,0,1,2,10,1.0,1.0
2018,book-chapter,arz,Egyptian Arabic,1,0.24934832751750946,0,0,0,0,0,0,0,0,0,0,,
2018,journal-article,arz,Egyptian Arabic,706,0.7158935081857458,503,11,1,492,1,10,1,0,0,11,,
2018,book-chapter,eml,Emiliano-Romagnolo,1,0.328236848115921,0,0,0,0,0,0,0,0,0,0,,
2018,book-part,en,English,448,0.6766427525851345,9,5,1,3,0,5,0,1,1,5,1.0,0.7499999999999999
2018,proceedings-article,en,English,418779,0.8308758042602264,110353,42123,42001,39153,39040,3083,1613,29077,32750,45377,3.34909455997756,1.0986793051772121
2018,posted-content,en,English,81531,0.8429234197725108,54503,17732,52344,1259,17732,0,0,35512,36760,35513,2.672478376353605,1.7734114281822513
2018,report-series,en,English,1135,0.8815883089792361,1010,78,404,751,78,0,0,181,349,91,3.1227678571428563,1.3928571428571432
2018,book-chapter,en,English,676468,0.7390448571237672,52006,13375,26965,19278,12499,876,0,19353,21509,16880,3.192679632407169,1.0957680419632578
2018,peer-review,en,English,8214,0.7992721703951161,7232,7093,46,98,7093,0,0,41,41,7093,1.8584905660377364,1.8358490566037737
2018,,en,English,447,0.6806414080679549,22,14,7,4,14,0,0,4,7,14,1.2173913043478266,0.826086956521739
2018,reference-entry,en,English,40520,0.597398818535813,4588,4151,315,137,4119,32,0,300,302,4173,2.1122484998235094,1.0931874338157441
2018,book,en,English,58185,0.792695907362448,4607,1094,3965,123,1094,0,0,3390,3403,2567,6.812441177788731,2.6082552771926695
2018,other,en,English,21530,0.7156676764695576,1954,59,524,1403,55,4,0,492,509,88,3.2806919642857126,1.2047991071428574
2018,proceedings,en,English,3259,0.714160166637376,345,157,74,141,157,0,0,47,64,170,1.9181818181818187,1.1181818181818182
2018,dataset,en,English,46346,0.5573572190173403,5984,2447,230,3335,2447,0,0,202,206,2491,1.5381083562901745,0.6675849403122129
2018,journal-issue,en,English,335,0.6653484881813843,147,79,13,62,34,45,38,6,7,81,3.2820512820512824,1.4358974358974357
2018,reference-book,en,English,2458,0.7135845991177368,114,4,90,28,4,0,0,82,88,18,6.436730123180287,3.329227323628219
2018,book-section,en,English,380,0.6757735747255774,2,2,0,0,2,0,0,0,0,2,1.4285714285714286,0.8571428571428571
2018,component,en,English,40669,0.711391036328337,11510,34,634,11283,34,0,0,193,633,127,1.4729166666666673,0.9541666666666667
2018,journal-article,en,English,3422372,0.8395251848709651,1813933,963214,984958,557647,368166,595048,175177,293072,394674,932655,12.680978345639467,5.127045072529122
2018,report,en,English,12805,0.7449624043971896,9974,719,6387,3952,719,0,0,5303,6272,544,5.748429648241205,2.4890075376884413
2018,monograph,en,English,15161,0.7290421469193218,1679,403,924,691,403,0,0,585,693,655,8.949271722752384,3.922149673530888
2018,book-chapter,myv,Erzya,1,0.26601648330688477,0,0,0,0,0,0,0,0,0,0,,
2018,posted-content,eo,Esperanto,5,0.33693037927150726,1,0,1,0,0,0,0,1,1,0,,
2018,book,eo,Esperanto,5,0.48388609290122986,1,1,0,0,1,0,0,0,0,1,2.0,1.0
2018,monograph,eo,Esperanto,4,0.41812432184815407,1,0,1,1,0,0,0,0,1,0,1.0,0.0
2018,reference-entry,eo,Esperanto,8,0.30652493983507156,3,3,0,0,3,0,0,0,0,3,,
2018,dataset,eo,Esperanto,85,0.24627201671109483,55,55,0,0,55,0,0,0,0,55,1.0,0.5
2018,book-chapter,eo,Esperanto,165,0.3732606945615828,6,3,0,3,3,0,0,0,0,3,1.2,0.8
2018,proceedings-article,eo,Esperanto,27,0.16454831427998012,26,24,0,2,24,0,0,0,0,24,,
2018,journal-article,eo,Esperanto,155,0.24133883613732554,65,22,11,40,12,10,8,3,7,23,2.3809523809523814,0.8095238095238095
2018,dataset,et,Estonian,1,0.19004610180854797,0,0,0,0,0,0,0,0,0,0,,
2018,proceedings-article,et,Estonian,5,0.12230285704135894,5,5,0,0,5,0,0,0,0,5,1.0,1.0
2018,book-part,et,Estonian,1,0.2720958888530731,0,0,0,0,0,0,0,0,0,0,,
2018,book,et,Estonian,2,0.5728309154510498,2,1,1,0,1,0,0,1,1,1,,
2018,component,et,Estonian,2,0.5653945654630661,1,0,0,1,0,0,0,0,0,0,,
2018,book-chapter,et,Estonian,153,0.45054154774916727,7,4,0,3,4,0,0,0,0,4,1.0,1.0
2018,posted-content,et,Estonian,1,0.1316472738981247,0,0,0,0,0,0,0,0,0,0,,
2018,reference-entry,et,Estonian,7,0.5766153250421797,4,4,0,0,4,0,0,0,0,4,,
2018,journal-article,et,Estonian,223,0.673991759963367,147,74,18,73,2,72,70,0,0,74,1.95,1.05
2018,proceedings-article,fi,Finnish,11,0.17497449368238452,8,7,1,1,7,0,0,0,0,7,1.0,1.0
2018,component,fi,Finnish,8,0.9196788668632507,0,0,0,0,0,0,0,0,0,0,,
2018,posted-content,fi,Finnish,8,0.4008755134418607,5,0,5,0,0,0,0,5,5,3,,
2018,monograph,fi,Finnish,6,0.7404645880063374,4,4,1,0,4,0,0,0,0,4,1.0,0.0
2018,book,fi,Finnish,32,0.686119112186134,26,3,26,0,3,0,0,23,23,5,3.0,1.0
2018,journal-article,fi,Finnish,939,0.753895209334529,696,405,277,287,201,204,202,4,123,405,3.6617647058823524,1.2500000000000002
2018,book-chapter,fi,Finnish,329,0.35522128600842334,12,4,1,8,4,0,0,0,1,4,1.7142857142857142,1.0714285714285716
2018,other,fi,Finnish,8,0.4489406934008003,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2018,report,fi,Finnish,2,0.35260458290576935,1,0,0,1,0,0,0,0,0,0,,
2018,dataset,fi,Finnish,18,0.3396573944224251,0,0,0,0,0,0,0,0,0,0,,
2018,reference-entry,fi,Finnish,21,0.3130250686690921,7,7,0,0,7,0,0,0,0,7,,
2018,journal-article,fr,French,61843,0.8546156358171574,21811,9955,7091,9299,3677,6278,5988,2557,4492,9808,2.10952746409385,0.7964039030808026
2018,monograph,fr,French,1101,0.8493806248992606,121,14,29,87,14,0,0,20,22,19,4.006396588486137,2.0085287846481896
2018,posted-content,fr,French,316,0.5155989311729805,89,0,89,0,0,0,0,89,89,4,1.3333333333333333,0.6666666666666666
2018,report-series,fr,French,75,0.9233740178744,56,0,23,34,0,0,0,22,23,3,1.0,0.5714285714285714
2018,book,fr,French,1023,0.8324124785404169,174,27,73,97,27,0,0,50,56,50,2.8161434977578477,1.080717488789238
2018,book-section,fr,French,3,0.27721066524585086,0,0,0,0,0,0,0,0,0,0,5.0,2.0
2018,reference-book,fr,French,5,0.3656831979751587,0,0,0,0,0,0,0,0,0,0,,
2018,journal-issue,fr,French,21,0.6953879722527095,6,5,0,1,2,3,3,0,0,5,,
2018,,fr,French,3,0.8469054897626241,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,fr,French,19581,0.7706964300681619,3247,482,507,2562,481,1,0,203,373,494,1.9188405797101435,0.7231884057971019
2018,report,fr,French,51,0.8588981742368025,46,23,4,19,23,0,0,4,4,3,5.0,3.0
2018,proceedings-article,fr,French,464,0.8442736927355674,192,28,60,125,28,0,0,39,54,28,1.6333333333333333,0.5333333333333334
2018,proceedings,fr,French,4,0.7194887213408947,2,1,1,0,1,0,0,1,1,1,1.0,0.0
2018,component,fr,French,11705,0.9202945637415231,217,0,3,214,0,0,0,3,3,0,1.1724137931034488,0.9310344827586207
2018,dataset,fr,French,888,0.3239756901077255,68,50,0,18,50,0,0,0,0,50,1.5454545454545456,0.8181818181818181
2018,other,fr,French,532,0.8215588396135016,73,1,0,72,0,1,0,0,0,1,1.2000000000000002,0.4
2018,book-part,fr,French,3,0.33682167530059814,0,0,0,0,0,0,0,0,0,0,,
2018,peer-review,fr,French,1,0.3651299476623535,0,0,0,0,0,0,0,0,0,0,,
2018,reference-entry,fr,French,474,0.33759104994907657,51,49,2,0,49,0,0,2,2,49,1.8888888888888888,0.6666666666666666
2018,book-chapter,gd,Gaelic,1,0.297458291053772,0,0,0,0,0,0,0,0,0,0,,
2018,reference-entry,gd,Gaelic,3,0.3369627743959427,0,0,0,0,0,0,0,0,0,0,,
2018,proceedings,gl,Galician,1,0.28464335203170776,0,0,0,0,0,0,0,0,0,0,,
2018,journal-article,gl,Galician,283,0.5764210643411316,157,126,67,28,83,43,42,3,7,128,1.6538461538461537,0.5384615384615385
2018,proceedings-article,gl,Galician,13,0.24579806110033622,9,4,0,5,4,0,0,0,0,4,,
2018,monograph,gl,Galician,6,0.48697641988595325,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2018,other,gl,Galician,2,0.15373649448156357,0,0,0,0,0,0,0,0,0,0,,
2018,component,gl,Galician,1,0.3204193115234375,0,0,0,0,0,0,0,0,0,0,,
2018,dataset,gl,Galician,10,0.15115702785551552,0,0,0,0,0,0,0,0,0,0,,
2018,report,gl,Galician,1,0.2064327895641327,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,gl,Galician,92,0.43957683614090737,25,12,12,10,12,0,0,3,3,15,1.0,0.0
2018,book,gl,Galician,11,0.533427281813188,1,0,0,1,0,0,0,0,0,0,1.0,0.0
2018,reference-entry,gl,Galician,4,0.2068556696176529,0,0,0,0,0,0,0,0,0,0,,
2018,dataset,ka,Georgian,1,0.11695179343223572,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,ka,Georgian,4,0.29642680659890175,0,0,0,0,0,0,0,0,0,0,,
2018,component,ka,Georgian,1,0.20257803797721863,0,0,0,0,0,0,0,0,0,0,,
2018,journal-article,ka,Georgian,4,0.8495766595005989,1,0,0,1,0,0,0,0,0,0,1.0,0.5
2018,component,de,German,93,0.42861305113120746,38,0,2,38,0,0,0,0,2,0,,
2018,other,de,German,2167,0.8834734220533915,608,28,0,580,25,3,0,0,0,27,2.3799999999999994,1.0999999999999999
2018,reference-book,de,German,39,0.6907625496387483,12,1,3,9,1,0,0,2,3,3,1.5,0.75
2018,reference-entry,de,German,1022,0.3889190301940632,78,56,1,21,56,0,0,1,1,56,1.1750000000000007,1.0750000000000002
2018,book-part,de,German,2,0.552116334438324,0,0,0,0,0,0,0,0,0,0,,
2018,book,de,German,5123,0.8796003263893826,268,79,217,9,79,0,0,180,183,203,3.908920187793428,1.3629107981220656
2018,report-series,de,German,2,0.9824650585651398,2,0,0,2,0,0,0,0,0,0,,
2018,book-section,de,German,3,0.3057485322157542,0,0,0,0,0,0,0,0,0,0,,
2018,peer-review,de,German,2,0.23829346150159836,2,1,0,1,1,0,0,0,0,1,,
2018,monograph,de,German,3537,0.921837152017437,380,56,172,222,56,0,0,102,132,125,3.0165649520488227,1.0514385353095028
2018,proceedings,de,German,25,0.44135284006595615,21,14,3,6,14,0,0,1,2,14,,
2018,book-chapter,de,German,100556,0.8833496835173678,3684,1222,579,2041,1162,60,0,421,443,1320,1.7595851083533987,0.6365993702537508
2018,journal-article,de,German,72513,0.8751588384821268,13520,4945,2916,7474,2759,2186,1844,1101,1671,5121,3.1893634165995177,1.5658742949234488
2018,report,de,German,107,0.7961092293958797,91,4,17,78,4,0,0,9,17,4,3.2,3.0
2018,posted-content,de,German,845,0.8413803431938388,65,1,65,0,1,0,0,64,64,23,1.0,1.0
2018,journal-issue,de,German,76,0.7944687185318847,10,7,5,0,7,0,0,3,3,8,1.0,0.0
2018,dataset,de,German,8386,0.7999684315053989,33,29,1,3,29,0,0,1,1,30,1.0645161290322582,0.3548387096774193
2018,proceedings-article,de,German,3159,0.898027123490083,824,706,68,109,706,0,0,9,13,655,1.5499999999999996,0.6666666666666667
2018,proceedings-article,gom,Goan Konkani,1,0.04427553713321686,1,1,0,0,1,0,0,0,0,1,,
2018,book-chapter,gom,Goan Konkani,8,0.08123968541622162,0,0,0,0,0,0,0,0,0,0,,
2018,posted-content,el,Greek,1,0.10222411155700684,0,0,0,0,0,0,0,0,0,0,,
2018,book,el,Greek,2,0.9998607635498047,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,el,Greek,297,0.7910793811233359,54,11,0,43,11,0,0,0,0,11,1.0,0.5
2018,journal-article,el,Greek,387,0.9038497662359429,339,258,53,76,221,37,36,5,32,263,2.212121212121212,1.4545454545454546
2018,proceedings-article,el,Greek,1,0.15794914960861206,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2018,other,el,Greek,2,0.34198949858546257,0,0,0,0,0,0,0,0,0,0,2.0,0.0
2018,report,el,Greek,1,0.46003612875938416,0,0,0,0,0,0,0,0,0,0,,
2018,dataset,el,Greek,7,0.16076291246073585,0,0,0,0,0,0,0,0,0,0,1.0,1.0
2018,proceedings-article,gn,Guarani,1,0.10721953958272934,1,0,0,1,0,0,0,0,0,0,,
2018,book-chapter,gu,Gujarati,4,0.12401456199586391,0,0,0,0,0,0,0,0,0,0,,
2018,journal-article,gu,Gujarati,20,0.8628649735823273,18,0,0,18,0,0,0,0,0,0,,
2018,journal-article,ht,Haitian,1,0.43781527876853943,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,ht,Haitian,2,0.2866792380809784,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,he,Hebrew,23,0.5099623196798821,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2018,journal-article,he,Hebrew,109,0.9856237132068075,10,1,0,9,0,1,1,0,0,1,1.0,1.0
2018,reference-entry,he,Hebrew,2,0.2768159359693527,0,0,0,0,0,0,0,0,0,0,,
2018,dataset,he,Hebrew,8,0.26818993780761957,0,0,0,0,0,0,0,0,0,0,,
2018,other,he,Hebrew,1,0.9420625567436218,0,0,0,0,0,0,0,0,0,0,,
2018,journal-article,hi,Hindi,84,0.8587668236522449,40,19,0,21,11,8,8,0,0,19,1.0,0.4
2018,book-chapter,hi,Hindi,32,0.1533234636299312,2,0,0,2,0,0,0,0,0,0,1.0,1.0
2018,report,hi,Hindi,3,0.35872915883858997,0,0,0,0,0,0,0,0,0,0,,
2018,proceedings-article,hu,Hungarian,73,0.8502333609208667,68,8,25,60,8,0,0,0,25,8,1.0,0.25
2018,dataset,hu,Hungarian,19,0.20091385511975537,1,1,0,0,1,0,0,0,0,1,1.0,0.5
2018,journal-article,hu,Hungarian,3291,0.9205289548656306,2768,379,1718,1816,182,197,194,573,1444,336,1.561881188118812,0.6212871287128713
2018,other,hu,Hungarian,5,0.288776096701622,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2018,monograph,hu,Hungarian,123,0.9492475765991986,11,0,4,8,0,0,0,3,4,0,2.615384615384615,1.0769230769230769
2018,book-chapter,hu,Hungarian,575,0.37056010257938654,134,20,27,113,20,0,0,1,24,20,3.1818181818181817,1.9090909090909092
2018,reference-entry,hu,Hungarian,11,0.2769402793862603,1,1,0,0,1,0,0,0,0,1,,
2018,proceedings,hu,Hungarian,3,0.9547984401384989,3,0,1,3,0,0,0,0,1,0,,
2018,component,hu,Hungarian,1,0.4953300654888153,0,0,0,0,0,0,0,0,0,0,,
2018,posted-content,hu,Hungarian,4,0.6795780602842569,1,0,1,0,0,0,0,1,1,0,,
2018,book,hu,Hungarian,36,0.8437748009132017,11,2,7,3,2,0,0,6,7,2,2.25,0.5
2018,other,is,Icelandic,1,0.5511311888694763,0,0,0,0,0,0,0,0,0,0,,
2018,monograph,is,Icelandic,1,0.7922917008399963,1,0,0,1,0,0,0,0,0,0,,
2018,journal-article,is,Icelandic,64,0.7620618582004682,55,28,14,27,12,16,16,0,5,28,1.2,0.6
2018,book,is,Icelandic,10,0.6263274013996124,9,0,9,0,0,0,0,9,9,0,,
2018,proceedings-article,is,Icelandic,1,0.11585859954357147,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,is,Icelandic,29,0.2913290840284578,14,0,0,14,0,0,0,0,0,0,,
2018,journal-issue,is,Icelandic,3,0.7313286463419597,0,0,0,0,0,0,0,0,0,0,,
2018,journal-article,io,Ido,1,0.2692641615867615,1,1,0,0,0,1,1,0,0,1,,
2018,book-chapter,io,Ido,4,0.2548169121146202,0,0,0,0,0,0,0,0,0,0,,
2018,book-chapter,ilo,Iloko,6,0.09813367451230684,0,0,0,0,0,0,0,0,0,0,1.0,0.0
2018,posted-content,id,Indonesian,3686,0.7803380419573448,3474,4,3474,0,4,0,0,3470,3470,25,1.2702702702702708,0.5675675675675677
2018,book,id,Indonesian,47,0.5304080672720647,0,0,0,0,0,0,0,0,0,0,2.4,1.7000000000000002
2018,component,id,Indonesian,17,0.6654234142864451,1,0,0,1,0,0,0,0,0,0,,
2018,journal-issue,id,Indonesian,3,0.7591496706008911,2,2,0,0,2,0,0,0,0,2,,
2018,proceedings-article,id,Indonesian,297,0.5468647420305998,239,32,8,202,32,0,0,5,7,32,1.0625000000000002,0.625
2018,report,id,Indonesian,21,0.7358164531844003,16,13,0,3,13,0,0,0,0,13,1.0,0.33333333333333337
2018,reference-book,id,Indonesian,2,0.8119766414165497,2,2,0,0,2,0,0,0,0,2,,
2018,journal-article,id,Indonesian,52621,0.6883968881601059,47959,37356,5035,10502,25572,11784,6760,101,371,37377,1.445043103448277,0.43408764367816083
2018,proceedings,id,Indonesian,1,0.6073235273361206,0,0,0,0,0,0,0,0,0,0,,
2018,dataset,id,Indonesian,44,0.19870257360691368,13,13,0,0,13,0,0,0,0,13,1.0,0.0
2018,reference-entry,id,Indonesian,26,0.24967647945651641,13,13,0,0,13,0,0,0,0,13,,
2018,monograph,id,Indonesian,82,0.7829800948682354,58,14,14,44,14,0,0,0,3,14,6.75,3.75
2018,book-chapter,id,Indonesian,330,0.32099731614192334,10,1,1,8,1,0,0,1,1,1,1.1666666666666667,0.41666666666666674
2018,other,id,Indonesian,7,0.2606354100363595,0,0,0,0,0,0,0,0,0,0,,
